Station,River,Location,Easting,Northing,Area,ALTBAR,BFI,PROPWET,SAAR,QMED,Ireland
54906,Stour (Worcs),Kidderminster Gilt Edge,382900,276850,323.24,114,0.655,0.3,693,16.793,FALSE
54907,Arrow,Broom,408650,253600,320.84,102,0.374,0.28,689,40.8765,FALSE
55002,Wye,Belmont,348500,238750,1894.26,297,0.472,0.5,1230,392.8975,FALSE
55004,Irfon,Abernant,289050,246000,73.01,412,0.402,0.65,1845,56.542,FALSE
55005,Wye,Rhayader,296950,267600,164.47,392,0.419,0.59,1656,115.322,FALSE
55007,Wye,Erwood,307550,244450,1283.4,343,0.426,0.53,1386,517.502,FALSE
55010,Wye,Pant Mawr,284400,282500,27.25,482,0.386,0.66,2341,50.404,FALSE
55012,Irfon,Cilmery,299550,250750,246.66,333,0.431,0.65,1627,184.924,FALSE
55013,Arrow,Titley Mill,332800,258500,125.9,303,0.553,0.49,962,27.1765,FALSE
55014,Lugg,Byton,336450,264650,202.55,299,0.593,0.49,977,27.627,FALSE
55016,Ithon,Disserth,302450,257800,358.95,324,0.427,0.49,1066,117.1,FALSE
55018,Frome,Yarkhill,361500,242700,143.82,138,0.567,0.32,706,22.548,FALSE
55021,Lugg,Butts Bridge,350200,258950,365.89,232,0.61,0.37,877,49.333,FALSE
55023,Wye,Redbrook,352750,211100,4016.25,227,0.542,0.38,1010,486.55,FALSE
55025,Llynfi,Three Cocks,316600,237600,131.62,239,0.576,0.54,999,54.545,FALSE
55026,Wye,Ddol Farm,297550,267600,172.12,387,0.423,0.59,1636,115.1575,FALSE
55029,Monnow,Grosmont,341600,224850,355.01,228,0.583,0.41,956,155.954,FALSE
55032,Elan,Caban Dam,292800,264550,183.78,449,0.353,0.65,1825,119.7,FALSE
56001,Usk,Chainbridge,334600,205550,913.25,312,0.597,0.56,1367,369.7,FALSE
56002,Ebbw,Rhiwderin,325850,188900,211.82,317,0.538,0.49,1454,106.3,FALSE
56003,Honddu,The Forge Brecon,305000,229700,62.66,311,0.529,0.53,1171,23.456,FALSE
56004,Usk,Llandetty,312700,220400,545.44,328,0.547,0.57,1478,347.6,FALSE
56006,Usk,Trallong,294700,229550,184.74,344,0.477,0.62,1674,163.6,FALSE
56011,Sirhowy,Wattsville,320550,191200,76.41,320,0.523,0.49,1481,32.1495,FALSE
56012,Grwyne,Millbrook,324050,217600,82.8,431,0.648,0.54,1241,22.525,FALSE
56013,Yscir,Pont-Ar-Yscir,300350,230400,63.55,349,0.495,0.61,1299,33.88,FALSE
57004,Cynon,Abercynon,307950,195650,103.3,270,0.421,0.54,1773,80.14,FALSE
57005,Taff,Pontypridd,307950,189700,451.69,320,0.409,0.5,1833,357.1,FALSE
57006,Rhondda,Trehafod,305300,190950,102.7,328,0.365,0.49,2183,116.4,FALSE
57007,Taff,Fiddlers Elbow,308900,195150,193.84,367,0.402,0.52,1719,160.9,FALSE
57008,Rhymney,Llanedeyrn,322450,182100,185.61,224,0.521,0.48,1409,90.97,FALSE
57009,Ely,St Fagans,312100,177050,146.45,104,0.577,0.47,1350,53.734,FALSE
57010,Ely,Lanelay,303350,182700,38.88,172,0.455,0.47,1620,38.99,FALSE
57014,Rhymney,Bargoed,315600,198400,63.57,351,0.439,0.53,1502,58.021,FALSE
57015,Taff,Merthyr Tydfil,304300,206800,111.25,430,0.352,0.55,1858,95.7875,FALSE
57017,Rhondda Fawr,Tynewydd,293250,198650,16.64,427,0.317,0.57,2458,24.3,FALSE
58001,Ogmore,Bridgend,290400,179450,157.79,211,0.478,0.52,1775,117.25,FALSE
58002,Neath,Resolven,281550,201700,190.7,318,0.346,0.62,1946,222.535,FALSE
58005,Ogmore,Brynmenyn,290400,184450,74.21,268,0.492,0.52,1977,55.7,FALSE
58006,Mellte,Pontneddfechan,291500,208150,65.32,401,0.322,0.62,1981,87.37,FALSE
58007,Llynfi,Coytrahen,289100,185500,51,212,0.474,0.52,1777,44.52,FALSE
58008,Dulais,Cilfrew,277850,200750,43.45,228,0.377,0.62,1806,57.65,FALSE
58009,Ewenny,Keepers Lodge,292000,178250,63.27,85,0.555,0.52,1324,29.0185,FALSE
58012,Afan,Marcroft Weir,277100,191000,89.71,306,0.452,0.53,2036,98.68,FALSE
59001,Tawe,Ynystanglws,268550,199800,227.45,287,0.407,0.62,1890,253.45,FALSE
59002,Loughor,Tir-y-dail,262300,212650,46.9,159,0.466,0.58,1499,57.41,FALSE
60001,Tywi,Ty Castell,249150,220350,1090.84,234,0.478,0.59,1535,387.8,FALSE
60002,Cothi,Felin Mynachdy,250900,222450,298.73,231,0.5,0.56,1551,176.8035,FALSE
60003,Taf,Clog-y-Fran,223800,216050,216.44,125,0.553,0.46,1420,76.99,FALSE
60006,Gwili,Glangwili,243000,221950,131.14,188,0.536,0.52,1603,81.325,FALSE
60007,Tywi,Dolau Hirion,276150,236250,220.28,351,0.431,0.64,1685,171.3,FALSE
60009,Sawdde,Felin-y-cwm,271200,226550,78.86,309,0.448,0.62,1794,126.862,FALSE
60012,Twrch,Ddol Las,265000,243950,19.5,305,0.419,0.65,1531,15.262,FALSE
60013,Cothi,Pont Ynys Brechfa,253700,230100,243.01,242,0.493,0.57,1538,122.902,FALSE
60017,Twrch,Gurnos,277250,209300,49.89,340,0.358,0.62,1991,71.9,FALSE
61002,Eastern Cleddau,Canaston Bridge,207250,215300,181.87,152,0.537,0.44,1437,80.5825,FALSE
62001,Teifi,Glanteifi,224450,241650,897.59,209,0.507,0.52,1379,208.9,FALSE
62002,Teifi,Llanfair,243300,240650,517.58,243,0.484,0.54,1392,139.535,FALSE
63001,Ystwyth,Pont Llolwyn,259050,277300,170.1,265,0.489,0.63,1456,94.5145,FALSE
63003,Wyre,Llanrhystud,254200,269750,40.55,197,0.472,0.53,1182,20.08,FALSE
64001,Dyfi,Dyfi Bridge,274500,301900,464.61,281,0.478,0.66,1835,321.667,FALSE
64002,Dysynni,Pont-y-Garth,263150,306600,74.93,314,0.448,0.66,2166,72.331,FALSE
64006,Leri,Dolybont,263500,288050,47.02,262,0.504,0.66,1496,18.4545,FALSE
64011,Cerist,Llaw'r Cae,281950,316300,5.35,419,0.459,0.66,2159,5.421,FALSE
65001,Glaslyn,Beddgelert,259200,347800,66.95,338,0.406,0.62,2810,86.441,FALSE
65004,Gwyrfai,Bontnewydd,248400,359900,46.11,295,0.412,0.54,2154,21.98,FALSE
65005,Erch,Pencaenewydd,240000,340350,19.42,175,0.439,0.56,1477,10.848,FALSE
65006,Seiont,Peblig Mill,249450,362300,79.89,321,0.499,0.49,2258,49.8,FALSE
65007,Dwyfor,Garndolbenmaen,249850,342900,51.6,268,0.404,0.56,2055,42.583,FALSE
66001,Clwyd,Pont-y-Cambwll,307000,370950,404.56,207,0.588,0.41,910,49.854,FALSE
66002,Elwy,Pant yr Onen,302050,370400,218.51,269,0.483,0.58,1145,65.6005,FALSE
66004,Wheeler,Bodfari,310500,371350,62.91,207,0.696,0.38,863,3.69,FALSE
66005,Clwyd,Ruthin Weir,312200,359200,96.39,234,0.518,0.51,958,17.03,FALSE
66006,Elwy,Pont-y-Gwyddel,295250,371750,191.36,284,0.476,0.6,1185,73.1,FALSE
66011,Conwy,Cwmlanerch,280150,358050,340.11,342,0.363,0.7,2042,373.8125,FALSE
67005,Ceiriog,Brynkinalt Weir,329500,337300,111.72,386,0.462,0.51,1198,28.93,FALSE
67006,Alwen,Druid,304100,343600,185.48,356,0.403,0.62,1305,77.336,FALSE
67008,Alyn,Pont-y-Capel,333550,354050,225.65,233,0.591,0.41,917,21.59,FALSE
67009,Alyn,Rhydymwyn,320400,366750,81.6,303,0.615,0.41,968,8.78,FALSE
67010,Gelyn,Cynefail,284250,342050,12.76,424,0.251,0.71,2002,16.77,FALSE
67013,Hirnant,Plas Rhiwedog,294600,334950,32.47,435,0.415,0.71,1756,24.081,FALSE
67015,Dee,Manley Hall,334850,341450,1008.74,339,0.431,0.55,1367,226,FALSE
67018,Dee,New Inn,287400,330800,53.38,387,0.312,0.71,2022,74.65,FALSE
68001,Weaver,Ashbrook,367150,363500,622.68,79,0.513,0.34,732,46.6775,FALSE
68003,Dane,Rudheath,366750,371800,412.46,144,0.459,0.4,853,55.3135,FALSE
68005,Weaver,Audlem,365250,343050,201.38,89,0.502,0.34,719,13.9505,FALSE
68006,Dane,Hulme Walfield,384500,364400,151.42,261,0.417,0.5,1017,53.477,FALSE
68007,Wincham Brook,Lostock Gralam,369700,375700,148.34,73,0.508,0.39,818,20.402,FALSE
68010,Fender,Ford Lane,328050,388000,18.01,45,0.432,0.38,774,5.538,FALSE
68011,Arley Brook,Gore Farm,369650,379900,33.76,61,0.437,0.37,831,6.109,FALSE
68018,Dane,Congleton Park,386100,363300,142.57,270,0.408,0.5,1030,41.75,FALSE
68020,Gowy,Bridge Trafford,344850,371100,148.66,52,0.538,0.35,729,15.168,FALSE
68021,Arrowe Brook,Acton Lane,325500,389400,17.88,43,0.513,0.38,750,3.98,FALSE
68044,Dane,Hug Bridge,393100,363600,72.56,353,0.373,0.52,1160,43.99,FALSE
69003,Irk,Scotland Weir,384100,399200,73.28,115,0.508,0.57,1024,37.7435,FALSE
69005,Glaze Brook,Little Woolden Hall,368500,393900,160.15,50,0.39,0.41,965,31.862,FALSE
69006,Bollin,Dunham Massey,372650,387550,257.57,124,0.507,0.43,881,38.414,FALSE
69007,Mersey,Ashton Weir,377250,393600,667.27,242,0.413,0.53,1127,164,FALSE
69008,Dean,Stanneylands,384600,383000,58.87,187,0.552,0.52,954,9.059,FALSE
69011,Micker Brook,Cheadle,385500,388900,58.81,132,0.405,0.52,899,16.1205,FALSE
69012,Bollin,Wilmslow,384950,381500,68.38,183,0.545,0.52,933,16.893,FALSE
69015,Etherow,Compstall,396250,390750,149.4,342,0.367,0.53,1322,52.488,FALSE
69017,Goyt,Marple Bridge,396400,389800,184.23,309,0.482,0.52,1152,59.2415,FALSE
69019,Worsley Brook,Eccles,375300,398050,24.05,61,0.349,0.44,956,5.74,FALSE
69020,Medlock,London Road,384900,397550,57.09,147,0.382,0.55,1025,23.2705,FALSE
69022,Irwell,Irwell Vale,379150,420150,100.6,300,0.455,0.55,1392,81.826,FALSE
69023,Roch,Blackford Bridge,380700,407750,190.45,218,0.499,0.57,1240,71.285,FALSE
69024,Croal,Farnworth Weir,374350,406850,141.78,201,0.33,0.51,1288,60.432,FALSE
69025,Irwell,Manchester Racecourse,382100,400350,550.51,213,0.429,0.54,1260,270.5,FALSE
69027,Tame,Portwood,390700,391900,146.01,259,0.366,0.54,1215,62.2075,FALSE
69028,Mersey,Brinksway,388500,390050,517.28,289,0.409,0.53,1199,138.3075,FALSE
69030,Sankey Brook,Causey Bridges,358750,392200,147.74,51,0.471,0.38,903,27.65,FALSE
69032,Alt,Kirkby,339150,398350,96.61,35,0.486,0.37,860,17.122,FALSE
69041,Tame,Broomstairs,393700,395350,115.85,295,0.368,0.55,1290,49.2175,FALSE
69043,Irk,Collyhurst Weir,384850,399700,72.3,116,0.51,0.57,1026,28.3405,FALSE
69044,Irwell,Bury Ground,380000,411400,139.97,280,0.43,0.54,1367,112.88,FALSE
69046,Bradshaw Brook,Bradshaw Tennis Club,373350,412250,36.87,254,0.345,0.51,1384,21.733,FALSE
69047,Roch,Littleborough,394000,416550,14.78,292,0.475,0.57,1353,9.438,FALSE
69048,Tame,Uppermill,399500,405100,40.6,317,0.388,0.57,1359,16.505,FALSE
69803,Roch,Rochdale,388200,412700,110.53,250,0.47,0.57,1306,44.65,FALSE
70002,Douglas,Wanes Blades Bridge,347600,412550,189.78,97,0.459,0.51,1028,44.6,FALSE
70003,Douglas,Wigan,358600,406000,67.72,156,0.418,0.51,1140,17.7025,FALSE
70004,Yarrow,Croston Mill,349850,417950,81.42,93,0.464,0.51,1050,28.2615,FALSE
70005,Lostock,Littlewood Bridge,349700,419650,54.19,71,0.474,0.51,1022,22.723,FALSE
71001,Ribble,Samlesbury,358900,430400,1144.7,220,0.371,0.56,1350,629.757,FALSE
71003,Croasdale Beck,Croasdale Flume,370650,454600,10.71,343,0.276,0.6,1882,10.9,FALSE
71004,Calder,Whalley Weir,372900,436050,317.44,221,0.395,0.55,1232,174.493,FALSE
71006,Ribble,Henthorn,372200,439200,446.17,238,0.367,0.61,1343,220.24,FALSE
71008,Hodder,Hodder Place,370400,439950,258.14,246,0.33,0.6,1602,222.3405,FALSE
71009,Ribble,New Jumbles Rock,370250,437550,1047.01,231,0.367,0.57,1369,534,FALSE
71010,Pendle Water,Barden Lane,383700,435150,110.62,252,0.388,0.58,1249,81.7635,FALSE
71011,Ribble,Arnford,383850,455550,203.18,319,0.382,0.61,1446,121.8525,FALSE
71013,Darwen,Ewood,367750,426200,39.05,231,0.424,0.51,1340,28.252,FALSE
71014,Darwen,Blue Bridge,356450,427750,136.21,163,0.408,0.51,1199,88.905,FALSE
72002,Wyre,St Michaels,346300,441150,273.75,146,0.368,0.56,1251,130.886,FALSE
72003,Hindburn,Wray,360500,467950,82.7,266,0.305,0.6,1552,130.8675,FALSE
72004,Lune,Caton,352900,465350,985.37,275,0.404,0.64,1521,728.011,FALSE
72005,Lune,Killington,362200,490650,219.24,317,0.438,0.71,1670,268.782,FALSE
72006,Lune,Kirkby Lonsdale,361550,477750,510.09,315,0.425,0.71,1652,441.994,FALSE
72007,Brock,upstream of A6,351250,440550,31.51,196,0.319,0.6,1361,28.011,FALSE
72009,Wenning,Wennington,361550,470100,139.36,231,0.37,0.6,1313,106.6335,FALSE
72011,Rawthey,Brigflatts,363950,491100,194.09,366,0.348,0.71,1751,270.25,FALSE
72014,Conder,Galgate,348150,455350,28.99,131,0.443,0.6,1183,16.779,FALSE
72015,Lune,Lunes Bridge,361200,502900,140.83,318,0.44,0.71,1630,202.6665,FALSE
72016,Wyre,Scorton Weir,350100,450000,87.99,243,0.316,0.6,1473,79.331,FALSE
72017,Wenning,Hornby,358600,468400,230.68,238,0.35,0.6,1391,214.526,FALSE
72817,New Mill Brook,Hollowforth Hall,350350,436400,33.19,77,0.387,0.52,1110,20.799,FALSE
73002,Crake,Low Nibthwaite,329450,488200,72.34,212,0.363,0.71,2152,19.649,FALSE
73003,Kent,Burneside,350700,495550,74.52,265,0.466,0.71,1895,65.834,FALSE
73005,Kent,Sedgwick,350850,487400,212.24,234,0.514,0.71,1726,163.644,FALSE
73008,Bela,Beetham,349600,480600,127.43,136,0.529,0.68,1294,36.7665,FALSE
73009,Sprint,Sprint Mill,351500,496100,34.7,334,0.452,0.71,2013,42.9055,FALSE
73010,Leven,Newby Bridge,336600,486300,247.97,229,0.44,0.71,2172,71.0915,FALSE
73011,Mint,Mint Bridge,352400,494450,65.44,231,0.512,0.71,1599,56.248,FALSE
73012,Kent,Victoria Bridge,351700,493150,183.2,257,0.496,0.71,1787,141.772,FALSE
73014,Brathay,Jeffy Knotts,336000,503400,56.58,291,0.435,0.71,2757,86.9855,FALSE
73015,Keer,High Keer Weir,352300,471900,30.04,93,0.486,0.6,1158,12.3755,FALSE
73017,Kent,Bowston,349950,496550,70.62,272,0.454,0.71,1919,64.7655,FALSE
74001,Duddon,Duddon Hall,319550,489600,85.26,315,0.337,0.71,2267,120.9135,FALSE
74002,Irt,Galesyke,313550,503800,43.99,377,0.367,0.71,2629,21.4345,FALSE
74003,Ehen,Bleach Green,308400,515400,44.59,372,0.417,0.71,2542,33.9955,FALSE
74005,Ehen,Braystones,300900,506050,129.5,219,0.497,0.69,1753,69.19,FALSE
74006,Calder,Calder Hall,303500,504500,43.9,284,0.423,0.71,1828,59.001,FALSE
74007,Esk,Cropple How,313100,497800,70.04,318,0.416,0.71,2308,103.15,FALSE
74008,Duddon,Ulpha,320900,494700,47.05,373,0.323,0.71,2517,68.689,FALSE
75001,St Johns Beck,Thirlmere Reservoir,331300,519500,41.87,465,0.38,0.71,2598,20.196,FALSE
75002,Derwent,Camerton,303750,530500,661.92,271,0.438,0.63,1810,203.936,FALSE
75003,Derwent,Ouse Bridge,319900,532100,363.04,334,0.439,0.63,2064,98.99,FALSE
75004,Cocker,Southwaite Bridge,313050,528100,116.17,300,0.483,0.63,1976,53.243,FALSE
75005,Derwent,Portinscale,325200,523850,237.24,365,0.408,0.64,2238,105.15,FALSE
75007,Glenderamackin,Threlkeld,332250,524800,64.68,352,0.395,0.62,1723,63.755,FALSE
75009,Greta,Low Briery,328550,524250,146.99,378,0.399,0.63,2025,110.942,FALSE
75017,Ellen,Bullgill,309600,538400,102.57,164,0.487,0.62,1106,37.725,FALSE
75018,Derwent,Seaton Mill,301950,529450,665.8,270,0.437,0.63,1805,203.0115,FALSE
76001,Haweswater Beck,Burnbanks,350750,515950,32.34,463,0.345,0.71,2438,16.2255,FALSE
76002,Eden,Warwick Bridge,346950,556700,1374.85,284,0.509,0.65,1272,413.42,FALSE
76003,Eamont,Udford,357600,530450,406.99,333,0.453,0.66,1768,200.926,FALSE
76004,Lowther,Eamont Bridge,352500,528550,156.1,360,0.405,0.69,1828,112.7,FALSE
76005,Eden,Temple Sowerby,360450,528350,618.21,283,0.474,0.66,1142,260.298,FALSE
76007,Eden,Sheepmount,339000,557150,2276,248,0.489,0.64,1182,615.615,FALSE
76008,Irthing,Greenholme,348600,558100,333.42,225,0.359,0.62,1073,150.6825,FALSE
76010,Petteril,Harraby Green,341200,554500,157.58,161,0.59,0.64,940,33.117,FALSE
76011,Coal Burn,Coalburn,369350,577750,1.63,305,0.196,0.62,1096,1.84,FALSE
76014,Eden,Kirkby Stephen,377300,509700,66.82,395,0.409,0.68,1492,88.6755,FALSE
76015,Eamont,Pooley Bridge,347200,524950,149.36,390,0.404,0.67,2149,59.677,FALSE
76017,Eden,Great Corby,346750,555350,1371.7,284,0.509,0.65,1273,519.3375,FALSE
76019,Roe Beck,Stockdalewath,338750,545000,63.09,174,0.429,0.63,983,41.376,FALSE
76021,Eden,Great Musgrave Bridge,376500,513100,223.03,352,0.443,0.66,1270,184.146,FALSE
76022,Caldew,Cummersdale,339500,552750,249.7,250,0.419,0.62,1211,156.7515,FALSE
76023,Dacre Beck,Dacre Bridge,346050,526300,33.97,287,0.457,0.64,1428,35.266,FALSE
77001,Esk,Netherby,339050,571800,848.74,266,0.371,0.61,1358,636.5095,FALSE
77002,Esk,Canonbie,339700,575050,495.4,279,0.405,0.61,1423,362.131,FALSE
77003,Liddel Water,Rowanburnfoot,341450,575950,319.3,266,0.314,0.62,1291,296.218,FALSE
78003,Annan,Brydekirk,319050,570400,925.03,226,0.486,0.62,1350,317.988,FALSE
78004,Kinnel Water,Redhall,307700,586850,76.17,243,0.431,0.62,1466,78.224,FALSE
78005,Kinnel Water,Bridgemuir,309050,584500,229.28,241,0.434,0.62,1397,123.004,FALSE
79002,Nith,Friars Carse,292350,585150,797.71,294,0.433,0.67,1461,447.64,FALSE
79003,Nith,Hall Bridge,268400,613000,153.02,330,0.358,0.63,1512,69.9715,FALSE
79004,Scar Water,Capenoch,284500,594100,142.68,319,0.446,0.66,1627,132.922,FALSE
79005,Cluden Water,Fiddlers Ford,292850,579550,237.23,216,0.497,0.64,1422,106.947,FALSE
79006,Nith,Drumlanrig,285800,599300,469.04,328,0.386,0.68,1485,336.556,FALSE
80001,Urr,Dalbeattie,282150,561000,197.07,155,0.376,0.64,1341,84.27,FALSE
80003,White Laggan Burn,Loch Dee,246800,578100,5.74,440,0.385,0.69,2468,6.53,FALSE
81002,Cree,Newton Stewart,241250,565350,366.21,238,0.341,0.69,1757,208.969,FALSE
81003,Luce,Airyhemming,218000,559950,170.7,182,0.296,0.58,1504,164.224,FALSE
82001,Girvan,Robstone,221700,599650,243.63,193,0.4,0.6,1368,103.679,FALSE
82003,Stinchar,Balnowlart,210750,583200,324.54,201,0.392,0.63,1507,200.433,FALSE
83003,Ayr,Catrine,252500,625900,167.25,281,0.328,0.67,1292,100.777,FALSE
83004,Lugar Water,Langholm,250750,621700,203.82,255,0.31,0.62,1254,133.21,FALSE
83005,Irvine,Shewalton,234500,636900,367.57,151,0.339,0.6,1228,200.4925,FALSE
83006,Ayr,Mainholm,236200,621600,579.04,219,0.33,0.62,1212,248.945,FALSE
83013,Irvine,Glenfield,243000,637000,211.89,167,0.348,0.59,1222,87.9,FALSE
84001,Kelvin,Killermont,255850,670500,335.21,138,0.405,0.58,1258,80.498,FALSE
84002,Calder,Muirshiel,230900,663800,12.05,359,0.272,0.61,2316,16.31,FALSE
84003,Clyde,Hazelbank,283550,645300,1093.1,318,0.45,0.6,1165,274.929,FALSE
84004,Clyde,Sills of Clyde,292850,642350,742.27,343,0.458,0.6,1223,210.636,FALSE
84005,Clyde,Blairston,270450,657950,1699.36,279,0.422,0.59,1139,376.239,FALSE
84007,South Calder Water,Forgewood,275150,658550,92.32,189,0.331,0.58,928,20.524,FALSE
84008,Rotten Calder Water,Redlees,267950,660450,55.41,192,0.315,0.58,1217,29.7445,FALSE
84011,Gryfe,Craigend,241450,666350,86.87,176,0.449,0.61,1837,71.791,FALSE
84012,White Cart Water,Hawkhead,249900,662900,236.26,146,0.414,0.6,1306,105.9,FALSE
84013,Clyde,Daldowie,267150,661650,1901.23,265,0.412,0.59,1128,424.0985,FALSE
84014,Avon Water,Fairholm,275350,651900,263.07,245,0.376,0.59,1264,162.547,FALSE
84015,Kelvin,Dryfield,263750,673950,237.02,148,0.39,0.58,1256,61.5655,FALSE
84016,Luggie Water,Condorrat,273900,672550,35.34,139,0.327,0.58,1089,17.2935,FALSE
84017,Black Cart Water,Milliken Park,241100,662000,103.16,175,0.445,0.61,1790,34.6455,FALSE
84018,Clyde,Tulliford Mill,289400,640300,938.36,330,0.452,0.61,1205,247.7385,FALSE
84019,North Calder Water,Calderpark,268100,662500,129.34,151,0.326,0.58,973,37.733,FALSE
84020,Glazert Water,Milton of Campsie,265650,676200,51.93,274,0.414,0.59,1560,54.245,FALSE
84023,Bothlin Burn,Auchengeich,268000,671600,34.76,84,0.313,0.58,1029,8.725,FALSE
84025,Luggie Water,Oxgang,266550,673450,92.28,102,0.318,0.58,1068,31.903,FALSE
84026,Allander Water,Milngavie,255850,673550,30.65,187,0.368,0.61,1422,34.997,FALSE
84035,Kittoch Water,Waterside,259550,656200,16.81,170,0.337,0.58,1184,20.0325,FALSE
85001,Leven,Linnbrane,239400,680350,786.11,238,0.436,0.71,2023,124.173,FALSE
85002,Endrick Water,Gaidrew,248450,686600,219.07,192,0.454,0.65,1484,117.931,FALSE
85003,Falloch,Glen Falloch,232100,719450,79.92,446,0.379,0.78,2847,160.1785,FALSE
86001,Little Eachaig,Dalinlongart,214250,682000,31.83,274,0.393,0.71,2341,43.18,FALSE
86002,Eachaig,Eckford,213900,684300,138.67,298,0.38,0.75,2470,80.978,FALSE
90003,Nevis,Claggan,211600,774250,69.21,511,0.428,0.81,2913,121.753,FALSE
91802,Allt Leachdach,Intake,226100,778150,6.54,622,0.397,0.83,2554,6.35,FALSE
92002,Allt Coire nan Con,Polloch,179250,768850,8.06,333,0.359,0.8,2541,13.5395,FALSE
93001,Carron,New Kelso,194200,842900,139.21,356,0.406,0.83,2616,181.095,FALSE
94001,Ewe,Poolewe,186000,880350,441.21,311,0.365,0.83,2273,116.217,FALSE
95001,Inver,Little Assynt,214700,924900,138.47,292,0.399,0.77,2208,38.853,FALSE
95004,Abhainn a'Chnocain,Elphin,221200,911000,10.58,273,0.467,0.81,1964,10.921,FALSE
96001,Halladale,Halladale,289100,956100,193.72,175,0.297,0.69,1096,105.526,FALSE
96002,Naver,Apigill,271350,956750,474.02,224,0.338,0.73,1383,135.932,FALSE
96003,Strathy,Strathy Bridge,283600,965150,120.87,161,0.289,0.6,1090,50.021,FALSE
96004,Strathmore,Allnabad,245300,942900,105.36,325,0.352,0.85,2455,198.528,FALSE
97002,Thurso,Halkirk,313100,959550,414.48,149,0.292,0.58,1058,104.956,FALSE
105001,Snizort,Skeabost,141500,848650,80.55,160,0.308,0.76,2158,66.029,FALSE
106002,Laxdale,Laxdale,109900,897100,10.64,185,0.31,0.76,1993,17.4485,FALSE
106003,Abhainn Roag,Mill Croft,76700,834750,13.81,142,0.333,0.62,1730,15.9105,FALSE
201002,Fairywater,Dudgeon Bridge,53393.1267969165,539231.630179502,158.24,143,0.419,0.62,1285,65.6465,TRUE
201005,Camowen,Camowen Terrace,58643.698152659,536018.920717926,276.38,159,0.514,0.64,1144,88.807,TRUE
201007,Burn Dennet,Burndennet,52579.8286014618,568388.487957977,147.14,167,0.455,0.61,1186,84.166,TRUE
201008,Derg,Castlederg,40101.4647332626,548861.548270245,335.52,177,0.504,0.62,1558,194.2015,TRUE
201009,Owenkillew,Crosh,55617.5098387022,549942.043421782,440.62,234,0.355,0.64,1367,274.6925,TRUE
201010,Mourne,Drumnabuoy House,49332.1927655143,559825.615030074,1843.9,168,0.448,0.62,1288,602.282,TRUE
202001,Roe,Ardnargle,84303.8751450665,585650.512554159,365.73,194,0.403,0.61,1250,151.0085,TRUE
202002,Faughan,Drumahoe,62593.2028980444,577925.993522301,273.03,188,0.426,0.61,1219,149.11,TRUE
203010,Blackwater,Maydown Bridge,92692.9919549763,511911.589379457,964.71,110,0.395,0.57,1008,134.823,TRUE
203011,Main,Dromona,120395.358969175,566827.997697285,243.57,169,0.492,0.61,1205,48.4385,TRUE
203012,Ballinderry,Ballinderry Bridge,105686.259293584,538768.779748911,429.2,119,0.523,0.56,1077,133.577,TRUE
203017,Upper Bann,Dynes Bridge,114798.172567624,509119.675360085,315.94,135,0.449,0.53,1023,75.943,TRUE
203018,Six-Mile Water,Antrim,128105.528627637,543775.555003283,277.78,146,0.425,0.52,1075,82.136,TRUE
203019,Claudy,Glenone Bridge,111377.559002896,562381.366705536,126.42,111,0.463,0.6,1131,34.1485,TRUE
203020,Moyola,Moyola New Bridge,109591.41216036,549178.968120282,304.2,148,0.454,0.55,1225,112.317,TRUE
203022,Blackwater,Derrymeen Bridge,73342.6423896935,514669.707979242,183.94,140,0.46,0.58,1142,59.382,TRUE
203024,Cusher,Gamble's Bridge,115010.226926425,505135.378355716,170.89,132,0.365,0.53,996,50.864,TRUE
203025,Callan,Martin's Bridge,99909.7607380231,511747.011136926,166.7,128,0.385,0.53,933,38.351,TRUE
203026,Glenavy,Glenavy,127246.125723554,529642.467354238,44.51,165,0.376,0.52,987,16.2945,TRUE
203027,Braid,Ballee,124587.193086892,558937.201372076,183.03,169,0.498,0.61,1202,88.144,TRUE
203028,Agivey,Whitehill,104789.756367157,578613.809770036,100.42,179,0.404,0.61,1270,64.866,TRUE
203033,Upper Bann,Bannfield,132440.302971426,490546.36980064,101.64,202,0.471,0.53,1261,64.73,TRUE
203042,Crumlin,Cidercourt Bridge,126142.269420399,533753.031926969,54.36,143,0.338,0.52,991,38.771,TRUE
203043,Oonawater,Shanmoy,89074.1003445384,515987.068369357,88.59,117,0.4,0.59,1003,31.404,TRUE
203046,Rathmore Burn,Rathmore Bridge,133177.08736845,542035.579703917,22.5,150,0.429,0.52,1043,10.653,TRUE
203049,Clady,Clady Bridge,133372.141756996,540211.733314186,29.21,193,0.367,0.52,1080,23.742,TRUE
203093,Main,Shane's Viaduct,122422.972184365,547174.578176069,707.79,158,0.459,0.57,1154,204.0425,TRUE
204001,Bush,Seneirl Bridge,112068.227883058,594908.289522498,298.98,119,0.561,0.61,1116,62.568,TRUE
205004,Lagan,Newforge,144858.223199666,524872.428637378,493.15,102,0.459,0.52,916,75.395,TRUE
205005,Ravernet,Ravernet,137997.619214708,517428.306820343,73.72,100,0.422,0.52,946,14.9,TRUE
205008,Lagan,Drumiller,134258.333788654,508913.481260072,84.97,168,0.403,0.53,1016,27.02,TRUE
205011,Annacloy,Kilmore Bridge,155244.711530856,505465.092815691,186.21,95,0.44,0.53,968,40.9695,TRUE
